Tinh,Huyen,Xa,KhuVuc,SoNguoiTrongHo,ChiTieuGiaoDucTrongNam,ChiTieuYTe,CTAnUongDipLeTrongNam,CTAnUongTrongThang,CTSinhHoatNgoaiAnUongTrongThang,CuaCaiTrongNam,CuaCaiGiaTriTrongNam,ChiTieuKhac,ChiTieuTaiSanKhongHaoMonTrong10Nam,ThueNhaDienNuocTrongNam,TongChiTieu,DieuTriNgoaiTru,DieuTriNoiTru,Thuoc,ThietBiYTe,Tuoi,GioiTinh,HoNgheo
8,76,2584,2,6,112.416664123535,8.33333301544189,183.83332824707,2672,413,332.583343505859,332.583343505859,179,0,29.1666660308838,4262.91650390625,0,0,8.33333333333333,0,61,1,0
8,76,2584,2,4,30.4166660308838,0,185.83332824707,997,325,49.75,49.75,29.1666660308838,0,5,1671.91662597656,0,0,0,0,34,1,1
8,76,2602,2,5,0,0,265.416656494141,1002,232,197.5,197.5,0,33.3333333333333,33.5833320617676,1961.33337402344,0,0,0,0,37,1,1
8,76,2602,2,4,51.8333320617676,55,89.5,710,111,81.6666641235352,81.6666641235352,44.3333320617676,166.666666666667,25,1416.66662597656,45,0,10,0,40,1,1
8,76,2602,2,6,0,16.6666660308838,172.5,3059,540,159.58332824707,159.58332824707,194.16667175293,750,60,5111.5,0,0,16.6666666666667,0,44,1,0
8,76,2614,2,4,36.6666679382324,38.3333320617676,182.91667175293,1391.5,242,89.1666641235352,89.1666641235352,74.25,0,43.3333320617676,2187.33325195313,13.3333333333333,0,25,0,39,1,1
8,76,2614,2,5,46.6666679382324,108.333335876465,178.33332824707,2123,298,189.58332824707,189.58332824707,87.25,0,27.0833339691162,3247.8330078125,25,41.6666666666667,41.6666666666667,0,52,0,0
8,76,2614,2,5,110.25,62.5,227.5,981,99,70,70,43,45.8333333333333,40,1749.08337402344,4.16666666666667,41.6666666666667,16.6666666666667,0,32,1,1
8,76,2620,2,3,42.4166679382324,46.5,129.5,3753,679,375.416656494141,375.416656494141,433.333343505859,1342.5,50,7227.08349609375,1.91666666666667,0,2.66666666666667,0,33,1,0
8,76,2620,2,4,59.1666679382324,170.83332824707,184.83332824707,1404,145,92.9166641235352,92.9166641235352,35.1666679382324,12.5,60,2257.33349609375,41.6666666666667,70.8333333333333,58.3333333333333,0,33,1,1
8,76,2620,2,3,58.3333320617676,42.5,122,1351,105,38.0833320617676,38.0833320617676,32.6666679382324,691.666666666667,20,2499.33349609375,34.1666666666667,0,16.6666666666667,0,30,1,0
8,76,2629,2,2,0,333.333343505859,88.3333358764648,771,144,191.66667175293,185.83332824707,60.6666679382324,125,26,1925.83337402344,108.333333333333,204.166666666667,16.6666666666667,4.16666666666667,50,1,1
8,76,2629,2,2,0,258.333343505859,276.083343505859,1231,312,154.16667175293,137.5,172,37.5,24,2602.58349609375,8.33333333333333,250,0,0,59,1,0
8,76,2629,2,5,118.333335876465,39.1666679382324,311.75,1893,370,347.083343505859,330.416656494141,85.4166641235352,391.666666666667,90,3976.83349609375,5.83333333333333,0,33.3333333333333,0,59,0,0
10,80,2635,1,1,0,0,135.75,1877,810,1031.66662597656,1031.66662597656,1048.75,0,182,6116.8330078125,0,0,0,0,30,1,0
10,80,2635,1,4,716.666687011719,108.333335876465,245.41667175293,3253,570,642.5,642.5,550.916687011719,25,282,7036.3330078125,83.3333333333333,0,25,0,37,1,0
10,80,2635,1,5,816.666687011719,2114.16674804688,207.66667175293,2685,1005,506.5,506.5,630,0,1146,9617.5,333.333333333333,1666.66666666667,83.3333333333333,0,43,1,0
10,80,2641,1,3,721.666687011719,141.66667175293,220.41667175293,3448,1083,2275.41674804688,2217.08325195313,1074.16662597656,750,111.5,12042.9169921875,125,0,16.6666666666667,0,33,1,0
10,80,2641,1,4,575,719.583312988281,397.083343505859,4861,1590,660,660,3007.33325195313,0,359,12828.9990234375,666.666666666667,0,41.6666666666667,0,52,1,0
10,80,2641,1,2,0,3416.66674804688,209.16667175293,2121,740,641.666687011719,641.666687011719,695,3158.33333333333,56,11679.4990234375,41.6666666666667,3083.33333333333,291.666666666667,0,72,0,0
10,80,2647,1,4,81.6666641235352,96.6666641235352,176.16667175293,2602,857,942.5,942.5,305.833343505859,4750,412.333343505859,11166.6669921875,54.1666666666667,13.3333333333333,58.3333333333333,0,31,0,0
10,80,2647,1,3,195.83332824707,94.5833358764648,166.33332824707,1780,717,204.16667175293,204.16667175293,125.833335876465,312.5,230,4030.41674804688,79.1666666666667,0,0,0,50,1,0
10,80,2647,1,6,522.5,54.75,384.583343505859,6240,1117,931.666687011719,931.666687011719,210.83332824707,1008.33333333333,463.333343505859,11864.6669921875,29.1666666666667,0,12.5,4.16666666666667,54,1,0
10,80,2653,1,4,930.5,334.416656494141,271.25,2865,1031,1195,1178.33337402344,1151.33337402344,54.1666666666667,195.33332824707,9206.3330078125,245.416666666667,0,150,25,40,0,0
10,80,2653,1,5,1151.66662597656,3911.66674804688,715.833312988281,6045,2562,1983.33337402344,1983.33337402344,607.5,67216.6666666667,240.33332824707,86417.3359375,3842.66666666667,0,83.3333333333333,0,46,1,0
10,80,2653,1,1,0,26.6666660308838,142.08332824707,703,166,129.16667175293,70.8333358764648,191.33332824707,0,109.666664123535,1538.75,0,0,25,1.66666666666667,73,0,0
10,80,2665,2,2,0,141.66667175293,122.083335876465,1181.5,159,37.0833320617676,37.0833320617676,183.33332824707,166.666666666667,50,2078.41674804688,125,0,16.6666666666667,0,90,1,0
10,80,2665,2,4,292.916656494141,252.08332824707,426.666656494141,2087,1049,363.333343505859,363.333343505859,254.16667175293,2041.66666666667,180,7310.16650390625,70.8333333333333,16.6666666666667,83.3333333333333,8.33333333333333,45,1,0
10,80,2665,2,5,478.333343505859,75.4166641235352,403.75,2890,1650,833.333312988281,833.333312988281,291.666656494141,0,308.333343505859,7764.1669921875,0,0,25,4.16666666666667,39,1,0
10,80,2668,1,2,637.5,362.5,184.58332824707,2616,777,1168.33337402344,1157.5,960,1820,868.5,10551.9169921875,279.166666666667,0,83.3333333333333,0,27,1,0
10,80,2668,1,5,0,91.6666641235352,310,4667,1340,3185.83325195313,2519.16674804688,1230,1741.66666666667,581.666687011719,15667.0009765625,41.6666666666667,0,41.6666666666667,8.33333333333333,35,1,0
10,80,2668,1,4,1931.66662597656,97.3333358764648,230,3308,528,1420.83337402344,1229.16662597656,637.5,245,613.166687011719,10240.6669921875,66.6666666666667,0,12.5,4.16666666666667,50,1,0
10,82,2692,2,7,3.75,12.5,193.33332824707,1830,270,472.5,472.5,18.3333339691162,191.666666666667,20,3484.58349609375,0,0,12.5,0,37,1,0
10,82,2692,2,6,6.66666650772095,0,225.83332824707,1861,275,333.333343505859,333.333343505859,41.6666679382324,208.333333333333,16.6666660308838,3301.83325195313,0,0,0,0,21,1,0
10,82,2692,2,9,16.6666660308838,0,357.5,2050,330,947.5,947.5,41.6666679382324,1741.66666666667,25,6457.5,0,0,0,0,44,1,0
10,82,2710,2,4,1595.83337402344,40.8333320617676,206.66667175293,3779,740,360.833343505859,360.833343505859,145.83332824707,433.333333333333,116.666664123535,7779.833984375,0,0,20.8333333333333,0,51,1,0
10,82,2710,2,3,60,12.5,204.58332824707,1365,160,250.83332824707,250.83332824707,50,0,62.5,2416.24975585938,0,0,12.5,0,41,1,0
10,82,2710,2,4,468.333343505859,70,288.333343505859,3230,1535,532.5,532.5,208.33332824707,0,191.66667175293,7056.6669921875,0,0,58.3333333333333,0,47,1,0
10,82,2731,2,2,0,2.5,128.91667175293,842,85,90.8333358764648,90.8333358764648,29.1666660308838,0,0,1269.25012207031,0,0,5,0,58,0,1
10,82,2731,2,6,0,0,232.5,1955,150,307.5,307.5,45.8333320617676,0,0,2998.33325195313,0,0,0,0,21,1,1
10,82,2731,2,4,0,0,224.33332824707,1452,385,327.5,327.5,37.5,0,29.1666660308838,2783.00024414063,0,0,0,0,41,1,0
10,82,2746,2,4,70,0,239.16667175293,1768,170,150.83332824707,150.83332824707,42.5,0,58.3333320617676,2649.66650390625,0,0,0,0,37,0,0
10,82,2746,2,4,0,0,178.33332824707,1317,140,198.33332824707,198.33332824707,32.5,0,45.8333320617676,2110.33325195313,0,0,0,0,28,1,1
10,82,2746,2,3,0,0,201.25,884,85,54.1666679382324,54.1666679382324,45.8333320617676,0,35,1359.41662597656,0,0,0,0,70,1,1
10,83,2764,2,7,0,0,66.5,817.5,330,89.1666641235352,89.1666641235352,10.8333330154419,0,0,1403.16662597656,0,0,0,0,33,1,1
10,83,2764,2,6,0,0,92.5,589,205,24.1666660308838,24.1666660308838,0,0,0,934.833374023438,0,0,0,0,43,1,1
10,83,2764,2,4,0,0,33.75,530,195,75,75,14.1666669845581,0,0,922.916687011719,0,0,0,0,21,1,1
10,83,2785,2,5,32.5,7.5,96.5833358764648,1125.5,304,54.1666679382324,54.1666679382324,47.8333320617676,0,50,1772.25,0,0,0,0,36,1,1
10,83,2785,2,3,0,0,48.5,856.5,263,47.9166679382324,47.9166679382324,27.5,0,30,1321.33325195313,0,0,0,0,28,1,1
10,83,2785,2,3,0,0,48.5,765.5,337,43.3333320617676,41.25,18.3333339691162,0,27.5,1281.41674804688,0,0,0,0,33,1,1
10,84,2806,2,6,5,0,81.25,1314.5,489,74.1666641235352,74.1666641235352,58.3333320617676,458.333333333333,30,2584.74975585938,0,0,0,0,24,1,1
10,84,2806,2,4,8.33333301544189,19.1666660308838,115.833335876465,1748,491,95,95,62.5,0,10,2644.83349609375,0,0,15,4.16666666666667,34,1,0
10,84,2806,2,4,4.16666650772095,0,69.6666641235352,928,2115,84.1666641235352,84.1666641235352,50,25.8333333333333,50,3411,0,0,0,0,28,1,0
10,84,2830,2,4,5.83333349227905,0,82.5,756,306,217.5,200.83332824707,28.0833339691162,791.666666666667,15,2403.41674804688,0,0,0,0,35,1,1
10,84,2830,2,8,13.3333330154419,16.6666660308838,101.083335876465,1845,254,6.25,6.25,586.416687011719,416.666666666667,50,3295.6669921875,0,0,16.6666666666667,0,51,1,1
10,84,2830,2,4,3.33333325386047,0,78.3333358764648,879,220,196.25,187.91667175293,15.5833330154419,0,6.66666650772095,1587.08337402344,0,0,0,0,34,1,1
10,85,2839,1,2,0,0,135.58332824707,1571,323,235,235,214.75,233.333333333333,68.5,3016.16674804688,0,0,0,0,57,0,0
10,85,2839,1,4,465.833343505859,7.91666650772095,261.666656494141,3821,630,829.166687011719,829.166687011719,216.66667175293,0,222,7283.416015625,0,0,4.16666666666667,0,34,1,0
10,85,2839,1,3,110,500,210,2626,361,303.333343505859,303.333343505859,388.333343505859,958.333333333333,99,5859.333984375,0,500,0,0,51,1,0
10,85,2869,2,4,5,12.5,89.5833358764648,751,218,77.9166641235352,77.9166641235352,23.9166660308838,93.3333333333333,30,1379.16650390625,12.5,0,0,0,33,1,1
10,85,2869,2,4,.833333313465118,0,72.25,630,127,101.25,101.25,19.75,33.3333333333333,1216.66662597656,2302.33325195313,0,0,0,0,26,1,1
10,85,2869,2,4,2.5,0,138.75,1190,193,117.083335876465,117.083335876465,32.25,0,0,1790.66674804688,0,0,0,0,33,1,1
10,85,2890,2,3,71.25,15.3333330154419,154.5,758,98,116.666664123535,116.666664123535,29.75,0,0,1360.16662597656,0,0,0,0,45,0,1
10,85,2890,2,5,314.25,8.75,145.66667175293,870,164,153.33332824707,153.33332824707,46.4166679382324,0,37,1892.75012207031,0,0,0,0,40,1,1
10,85,2890,2,8,77.5833358764648,8.75,286.916656494141,2047,220,452.666656494141,452.666656494141,88.0833358764648,0,48,3681.66674804688,0,0,0,0,54,1,0
10,86,2908,1,6,60.8333320617676,42.9166679382324,138.16667175293,1363,110,137.5,137.5,48,0,65,2102.91650390625,0,0,29.1666666666667,10,42,1,1
10,86,2908,1,4,325,61.6666679382324,264,2463,520,247.5,247.5,178.83332824707,70.8333333333333,50,4428.33349609375,28.3333333333333,0,25,8.33333333333333,43,1,0
10,86,2908,1,4,11.25,47.5,90,1078,115,102.5,102.5,56.3333320617676,0,20.8333339691162,1623.91674804688,0,0,37.5,10,29,1,1
10,86,2911,2,3,223,294.666656494141,205.08332824707,1856,395,503.333343505859,503.333343505859,915.5,374.166666666667,35,5305.0830078125,46,166.666666666667,16.6666666666667,8.33333333333333,48,1,0
10,86,2911,2,3,0,50,187.5,2493,797,323.333343505859,323.333343505859,296.25,666.666666666667,90,5227.0830078125,0,0,50,0,56,1,0
10,86,2911,2,2,475.833343505859,87.5,68.4166641235352,1024,75,150.41667175293,39.5833320617676,26.6666660308838,0,30,1977.41662597656,0,50,16.6666666666667,8.33333333333333,74,1,0
10,86,2923,2,2,0,570.833312988281,207.83332824707,1387,414,255.83332824707,255.83332824707,598.333312988281,0,111.666664123535,3801.3330078125,0,508.333333333333,25,16.6666666666667,53,1,0
10,86,2923,2,3,0,41.6666679382324,259.416656494141,1932,690,262.5,262.5,275.416656494141,0,166.66667175293,3890.16674804688,0,0,29.1666666666667,12.5,56,1,0
10,86,2923,2,4,312.75,197.5,145.54167175293,2510.5,680,455.833343505859,455.833343505859,173.33332824707,200,591.666687011719,5722.95849609375,83.3333333333333,0,96.6666666666667,4.16666666666667,40,1,0
10,86,2932,2,3,148.75,6127.83349609375,105.291664123535,1912,356,267.666656494141,267.666656494141,2.5,16.6666666666667,133.33332824707,9337.708984375,1916.66666666667,4166.66666666667,16.6666666666667,12.5,33,0,0
10,86,2932,2,4,208.33332824707,50.8333320617676,106.166664123535,2532,1168,271.666656494141,271.666656494141,150,0,50,4808.66650390625,0,0,0,12.5,47,1,0
10,86,2932,2,6,0,504.166656494141,697.083312988281,4802,1406,893.333312988281,893.333312988281,254.16667175293,650,50,10150.0830078125,166.666666666667,250,83.3333333333333,4.16666666666667,47,1,0
10,86,2938,2,4,313.916656494141,91.5,148.83332824707,1629,320,575,575,228.33332824707,0,150,4031.58325195313,0,0,29.1666666666667,8.33333333333333,40,0,0
10,86,2938,2,5,1187.16662597656,629.583312988281,375.666656494141,6340,1197,1183.33337402344,1183.33337402344,1101.33337402344,3145.83333333333,300,16643.25,520.833333333333,0,83.3333333333333,0,41,1,0
10,86,2938,2,5,391.666656494141,142.5,154.41667175293,4030,689,680.416687011719,680.416687011719,440.5,1775,133,9116.916015625,33.3333333333333,0,41.6666666666667,0,60,1,0
10,87,2953,2,4,40.8333320617676,5.83333349227905,112.166664123535,924,90,54.75,54.75,19.1666660308838,23.3333333333333,35,1359.83337402344,0,0,5.83333333333333,0,34,1,1
10,87,2953,2,3,0,25,181,1163,135,130.83332824707,130.83332824707,440.416656494141,0,26.6666660308838,2232.75024414063,0,0,25,0,49,1,0
10,87,2953,2,4,41.6666679382324,36.6666679382324,190,1179,160,131,131,31.6666660308838,0,30,1931,3.33333333333333,0,33.3333333333333,0,32,1,1
10,87,2965,2,6,25,6.66666650772095,145,1296,253,87.9166641235352,87.9166641235352,19.5833339691162,22.5,0,1943.58325195313,0,0,6.66666666666667,0,27,1,1
10,87,2965,2,5,11.6666669845581,61.6666679382324,96.8333358764648,1061,150,47.75,47.75,19.5833339691162,16.6666666666667,0,1512.91662597656,0,51.6666666666667,10,0,30,1,1
10,87,2965,2,5,0,33.3333320617676,211.25,1732,363,135.83332824707,135.83332824707,36.25,0,0,2647.5,0,29.1666666666667,4.16666666666667,0,45,1,1
10,87,2977,2,5,72.5,17.0833339691162,275.083343505859,1766,476,294.583343505859,294.583343505859,122.5,403.333333333333,29.1666660308838,3750.83325195313,7.08333333333333,0,10,0,51,1,0
10,87,2977,2,8,86.6666641235352,17.5,278.416656494141,2175,468,303.333343505859,303.333343505859,105.833335876465,40,56.6666679382324,3834.74975585938,0,0,17.5,0,45,1,0
10,87,2977,2,5,0,60,155.58332824707,1305,410,239.16667175293,239.16667175293,72.5,41.6666666666667,20.8333339691162,2543.91674804688,8.33333333333333,26.6666666666667,25,0,25,1,1
10,87,2989,2,2,0,6.66666650772095,63.0833320617676,470,76,47.1666679382324,47.1666679382324,0,0,0,710.083374023438,0,0,6.66666666666667,0,21,1,1
10,87,2989,2,4,0,35,201,1494,151,163.16667175293,163.16667175293,111.25,0,0,2318.58325195313,0,0,35,0,43,1,1
10,87,2989,2,7,45.1666679382324,20.8333339691162,296.25,1749,345,266.916656494141,266.916656494141,44.5833320617676,91.6666666666667,0,3126.33349609375,0,0,20.8333333333333,0,46,1,1
10,88,3001,1,3,520.833312988281,35.1666679382324,76.5833358764648,1187,408,291.416656494141,291.416656494141,54.25,845.833333333333,50,3760.5,.833333333333333,0,23.3333333333333,0,38,0,0
10,88,3001,1,4,624.25,44.3333320617676,110.833335876465,1700,498,251.25,251.25,75.4166641235352,0,50,3605.33325195313,3.33333333333333,0,20,0,43,1,0
10,88,3001,1,4,186.5,65.4166641235352,191.66667175293,2978,531,553.75,553.75,139.16667175293,0,85,5284.24951171875,24.5833333333333,0,41.6666666666667,0,35,1,0
10,88,3007,2,7,4.16666650772095,0,129.16667175293,1936,710,264.166656494141,264.166656494141,30,258.333333333333,25,3621,0,0,0,0,48,1,0
10,88,3007,2,4,0,0,55.4166679382324,844,321,80,80,16.6666660308838,0,15,1412.08337402344,0,0,0,0,51,1,1
10,88,3007,2,7,0,291.666656494141,145.83332824707,1564.5,517,206.66667175293,206.66667175293,71.6666641235352,0,33.3333320617676,3037.33349609375,0,291.666666666667,0,0,58,1,1
10,88,3040,2,6,0,42.0833320617676,81.6666641235352,1163,263,62.5,41.6666679382324,16.8333339691162,0,0,1670.75,8.75,22.5,10.8333333333333,0,33,1,1
10,88,3040,2,7,0,35.8333320617676,109.166664123535,1114,180,85.8333358764648,56.6666679382324,162.25,16.6666666666667,20,1780.41662597656,0,27.5,8.33333333333333,0,49,1,1
10,88,3040,2,5,0,0,239.16667175293,806,240,77.5,44.1666679382324,15,0,20,1441.83325195313,0,0,0,0,60,1,1
10,89,3055,1,5,93.3333358764648,10,182.5,1631,200,170.41667175293,170.41667175293,34.3333320617676,0,20.8333339691162,2512.83349609375,0,0,10,0,42,1,1
10,89,3055,1,5,275.916656494141,5.41666650772095,282.5,1650,381,252.08332824707,252.08332824707,158.83332824707,0,50,3307.8330078125,0,0,3.33333333333333,2.08333333333333,33,1,0
10,89,3055,1,6,69.5,15.4166669845581,201.25,1242,230,17.0833339691162,17.0833339691162,51.6666679382324,0,24,1868,5.41666666666667,0,10,0,45,1,1
10,89,3061,2,4,78.3333358764648,0,119.166664123535,1032,228,56.25,56.25,70.8333358764648,0,32,1672.83337402344,0,0,0,0,37,1,1
10,89,3061,2,3,0,7.08333349227905,147.5,1378,107,275.833343505859,275.833343505859,164.33332824707,566.666666666667,39,2961.25,1.25,0,4.16666666666667,1.66666666666667,30,1,0
10,89,3061,2,3,0,20.8333339691162,160.75,1435,230,64.1666641235352,64.1666641235352,1.83333337306976,0,20,1996.75,20.8333333333333,0,0,0,54,1,1
10,89,3079,2,4,57.5,0,184.16667175293,1025,162,106.666664123535,106.666664123535,73.9166641235352,0,30,1745.91650390625,0,0,0,0,39,1,1
10,89,3079,2,5,48.3333320617676,34.5833320617676,125.416664123535,1590.5,240,100,100,72.0833358764648,0,20,2330.91674804688,1.25,33.3333333333333,0,0,35,1,1
10,89,3079,2,3,0,0,171.625,1154,247,104.583335876465,104.583335876465,113.333335876465,0,33.3333320617676,1928.45849609375,0,0,0,0,41,1,1
10,89,3097,2,6,123.416664123535,237.5,145,1164,213,94.0833358764648,94.0833358764648,69.6666641235352,816.666666666667,10.5,2967.91674804688,0,225,12.5,0,34,1,1
10,89,3097,2,2,0,12.5,70.9166641235352,694.5,112,51.6666679382324,51.6666679382324,38.1666679382324,0,5,1036.41674804688,8.33333333333333,0,3.33333333333333,.833333333333333,31,0,1
10,89,3097,2,6,156.66667175293,0,123.166664123535,1265,179,117.166664123535,117.166664123535,22.5,0,19,1999.66662597656,0,0,0,0,34,1,1
10,89,3112,2,4,45.8333320617676,104.166664123535,71.75,1110,118,73.3333358764648,73.3333358764648,45.4166679382324,0,20,1661.83337402344,104.166666666667,0,0,0,30,1,1
10,89,3112,2,4,63.8333320617676,4.16666650772095,113.916664123535,792,155,23.5,23.5,60.5833320617676,0,24,1260.5,0,0,4.16666666666667,0,28,1,1
10,89,3112,2,6,95.8333358764648,20.8333339691162,176.41667175293,1534,250,160.41667175293,160.41667175293,34.5833320617676,0,595.333312988281,3027.83349609375,0,0,20.8333333333333,0,38,1,1
11,94,3133,1,4,625.416687011719,32.5,219.70832824707,4237.5,905,326.583343505859,326.583343505859,110.083335876465,0,192,6975.37548828125,0,0,22.5,0,52,1,0
11,94,3133,1,4,182.91667175293,23.3333339691162,180.70832824707,4443.5,1155,415.333343505859,415.333343505859,91.5,750,195,7852.62548828125,0,0,18.3333333333333,0,38,0,0
11,94,3133,1,4,377.5,8855,164.16667175293,3056,872,362.5,362.5,89.8333358764648,0,165,14304.5,833.333333333333,7833.33333333333,183.333333333333,0,33,0,0
11,94,3139,1,4,0,3.33333325386047,217.20832824707,3183.5,542,93.1666641235352,93.1666641235352,37.5,0,38.3333320617676,4208.20849609375,0,0,3.33333333333333,0,60,1,0
11,94,3139,1,3,469,33.3333320617676,89.125,2066,449,59.5833320617676,59.5833320617676,43.75,916.666666666667,38.3333320617676,4224.375,0,0,33.3333333333333,0,49,1,0
11,94,3139,1,4,84.1666641235352,63.3333320617676,157.41667175293,2621.5,520,123.916664123535,123.916664123535,59.5833320617676,0,40,3793.83349609375,0,0,33.3333333333333,0,31,1,0
11,94,3144,2,3,31.25,4.16666650772095,91.4166641235352,2304,468,206,206,62.6666679382324,0,0,3373.5,0,0,4.16666666666667,0,35,1,0
11,94,3144,2,3,0,4.16666650772095,65.5,1080.5,166,68.75,68.75,27.0833339691162,0,0,1480.75,0,0,4.16666666666667,0,45,1,1
11,94,3144,2,3,0,5,22.5833339691162,749.799987792969,193,74.3333358764648,74.3333358764648,12.5,0,0,1131.55004882813,0,0,5,0,23,1,1
11,95,3148,1,4,0,0,289.833343505859,2837,1771,212.08332824707,212.08332824707,302.5,83.3333333333333,125.5,5833.33349609375,0,0,0,0,42,0,0
11,95,3148,1,1,0,0,137.5,1467,209,95,95,79.1666641235352,0,163.33332824707,2246,0,0,0,0,53,0,0
11,95,3148,1,3,47.3333320617676,43.1666679382324,191.75,1737,444,44.75,44.75,25,0,69.1666641235352,2646.91674804688,0,0,12.5,0,32,0,0
11,96,3154,2,7,19.1666660308838,0,178.33332824707,1595,240,80.8333358764648,80.8333358764648,16.6666660308838,0,0,2210.83325195313,0,0,0,0,36,1,1
11,96,3154,2,8,41.6666679382324,108.333335876465,179.16667175293,1731,223,147.83332824707,147.83332824707,35,0,0,2613.83325195313,0,83.3333333333333,50,0,46,1,1
11,96,3154,2,4,64.1666641235352,91.6666641235352,164.16667175293,2332,150,43.3333320617676,43.3333320617676,33.3333320617676,0,0,2921.99975585938,50,41.6666666666667,0,0,64,1,0
11,96,3163,2,8,25,4.16666650772095,166.75,1303,130,173.75,173.75,8.33333301544189,0,0,1984.75,0,0,4.16666666666667,0,55,1,1
11,96,3163,2,5,0,0,55.4166679382324,676,94,10.8333330154419,10.8333330154419,0,0,0,847.083312988281,0,0,0,0,40,1,1
11,96,3163,2,6,25,25,136.33332824707,1817,186,41,41,191.66667175293,535.833333333333,1666.66662597656,4665.5,0,0,25,0,36,1,0
11,96,3169,2,4,364.166656494141,6.66666650772095,347.5,4005,947,327.916656494141,327.916656494141,108.333335876465,3416.66666666667,200,10051.1669921875,0,0,0,6.66666666666667,37,1,0
11,96,3169,2,4,25,0,158.91667175293,2659,1582,478.333343505859,478.333343505859,137.5,0,0,5519.083984375,0,0,0,0,30,0,0
11,96,3169,2,3,0,0,109.583335876465,3300,369,152.5,152.5,45.8333320617676,100,0,4229.41650390625,0,0,0,0,28,1,0
11,97,3172,1,2,0,0,196.58332824707,1824,250,64.75,64.75,236.66667175293,15,26.1666660308838,2677.9169921875,0,0,0,0,70,1,0
11,97,3172,1,1,0,100,99.75,1074,209,229.66667175293,229.66667175293,3.33333325386047,0,87,2032.41662597656,0,79.1666666666667,41.6666666666667,0,53,0,0
11,97,3172,1,2,0,25,133.58332824707,1613,266,395.833343505859,395.833343505859,3.33333325386047,1441.66666666667,92,4366.25,0,0,25,0,63,0,0
11,97,3175,2,4,41.0833320617676,10,169.08332824707,803,269,141,141,56.1666679382324,1083.33333333333,67.5,2781.16650390625,0,0,10,0,30,1,0
11,97,3175,2,7,0,0,107.666664123535,1034,265,120.333335876465,120.333335876465,33.6666679382324,33.3333333333333,20.8333339691162,1735.16674804688,0,0,0,0,99,1,1
11,97,3175,2,4,37.75,0,57.1666679382324,675,146,92.9166641235352,92.9166641235352,40.3333320617676,0,25.8333339691162,1167.91674804688,0,0,0,0,30,1,1
11,97,3190,2,4,0,191.66667175293,43.0833320617676,859,242,196.25,196.25,7.75,325,500,2561,0,191.666666666667,0,0,24,1,1
11,97,3190,2,8,7.16666650772095,66.75,92.9166641235352,953,468,117.75,117.75,30.4166660308838,0,0,1853.75,0,29.25,37.5,0,43,1,1
11,97,3190,2,6,29.5833339691162,58.3333320617676,130.5,909,221,291.25,291.25,14.4166669845581,125,0,2070.33325195313,0,58.3333333333333,0,0,31,1,1
11,97,3193,2,10,111.25,15.8333330154419,84.9166641235352,1426,66,274.333343505859,274.333343505859,87.25,0,0,2339.91674804688,15.8333333333333,0,0,0,42,1,1
11,97,3193,2,4,.416666656732559,5,47.4166679382324,676,123,202.58332824707,202.58332824707,23.9166660308838,0,0,1280.91662597656,0,0,5,0,22,1,1
11,97,3193,2,5,.416666656732559,0,37.25,489,65,59.1666679382324,59.1666679382324,56.75,166.666666666667,0,933.416748046875,0,0,0,0,25,1,1
11,97,3200,2,7,9.58333301544189,25.8333339691162,35.3333320617676,948,277,164.5,164.5,10.4166669845581,0,0,1635.16662597656,0,20.8333333333333,5,0,39,1,1
11,97,3200,2,7,11.25,64.1666641235352,34.6666679382324,1078,242,168.91667175293,168.91667175293,10.4166669845581,0,0,1778.33325195313,0,54.1666666666667,10,0,35,1,1
11,97,3200,2,5,7.08333349227905,0,32.9166679382324,1107,276,165.91667175293,165.91667175293,10.4166669845581,0,0,1765.24987792969,0,0,0,0,37,1,1
11,98,3220,2,4,0,0,148.58332824707,441,242,99.1666641235352,99.1666641235352,12.5,0,37.5,1079.91662597656,0,0,0,0,24,1,1
11,98,3220,2,4,0,50,115.416664123535,499,255,83.3333358764648,83.3333358764648,8.33333301544189,0,5,1099.41662597656,0,33.3333333333333,16.6666666666667,0,22,1,1
11,98,3220,2,1,0,0,20,183,40,0,0,50,0,1.66666662693024,294.666656494141,0,0,0,0,65,1,1
11,98,3235,2,9,50,125,329.75,1979,712,202.08332824707,152.08332824707,5.83333349227905,0,17.5,3573.24975585938,8.33333333333333,91.6666666666667,25,0,50,1,1
11,98,3235,2,5,41.6666679382324,541.666687011719,281.5,2466,845,305.416656494141,245.41667175293,29.1666660308838,1583.33333333333,20,6359.16650390625,0,458.333333333333,83.3333333333333,0,48,1,0
11,98,3235,2,7,105.916664123535,29.1666660308838,344.416656494141,1863,694,364.583343505859,334.583343505859,20.8333339691162,283.333333333333,35.8333320617676,4075.66625976563,0,0,29.1666666666667,0,37,1,0
11,98,3247,2,5,25.8333339691162,23.3333339691162,140.75,706,414,74.1666641235352,74.1666641235352,9.16666698455811,350,9.58333301544189,1827,0,4.16666666666667,19.1666666666667,0,31,1,1
11,98,3247,2,3,38.3333320617676,11.6666669845581,202.41667175293,751,392,156,156,12.5,37.5,11.25,1768.66674804688,0,0,11.6666666666667,0,54,1,1
11,98,3247,2,5,19.1666660308838,4.16666650772095,181.75,630,429,59.1666679382324,59.1666679382324,10.8333330154419,0,6.25,1399.49987792969,0,0,4.16666666666667,0,28,1,1
