Tinh,Huyen,Xa,KhuVuc,SoNguoiTrongHo,ChiTieuGiaoDucTrongNam,ChiTieuYTe,CTAnUongDipLeTrongNam,CTAnUongTrongThang,CTSinhHoatNgoaiAnUongTrongThang,CuaCaiTrongNam,CuaCaiGiaTriTrongNam,ChiTieuKhac,ChiTieuTaiSanKhongHaoMonTrong10Nam,ThueNhaDienNuocTrongNam,TongChiTieu,DieuTriNgoaiTru,DieuTriNoiTru,Thuoc,ThietBiYTe,Tuoi,GioiTinh,HoNgheo
1,4,148,1,6,3358.33325195313,191.66667175293,666.083312988281,6766,1782,1737.5,1737.5,591.666687011719,2650,178,19658.75,41.6666666666667,91.6666666666667,41.6666666666667,16.6666666666667,52,1,0
1,4,148,1,4,536.166687011719,578.333312988281,271.166656494141,2407,538,400,400,487.5,0,122,5740.16650390625,200,291.666666666667,41.6666666666667,16.6666666666667,47,1,0
1,4,148,1,5,122.5,29.1666660308838,124.25,1910,390,405.833343505859,405.833343505859,337.5,29.1666666666667,40.8333320617676,3795.08325195313,0,0,25,4.16666666666667,60,1,0
1,5,157,1,6,972.5,482.333343505859,693.833312988281,9439,1763,3842.08325195313,3092.08325195313,1442.08337402344,7666.66666666667,720.5,30114.083984375,70.8333333333333,0,375,5.83333333333333,72,1,0
1,5,157,1,4,1446.66662597656,145,1684,17300,8632,8770,8228.3330078125,5665.41650390625,0,1172.5,53043.9140625,62.5,0,60,6.66666666666667,49,0,0
1,5,157,1,4,749.25,263.583343505859,937.75,10379,1677,7595.58349609375,5512.25,4393.33349609375,1083.33333333333,432,33023.0859375,200,0,29.1666666666667,3.75,49,1,0
1,5,163,1,6,1707.08337402344,139.16667175293,630.583312988281,9066,2947,3185,2893.33325195313,1789.16662597656,5204.16666666667,637.166687011719,28198.6640625,37.9166666666667,0,5,0,49,1,0
1,5,163,1,5,0,190.41667175293,693.833312988281,10949,5120,3766.25,3766.25,2585.83325195313,900,521.833312988281,28493.41796875,175,0,12.5,2.91666666666667,71,1,0
1,5,163,1,5,324.166656494141,125.25,795.083312988281,12489,2754,2304.16674804688,2179.16674804688,1873.33337402344,458.333333333333,446.666656494141,23749.166015625,76.6666666666667,0,29.1666666666667,4,56,0,0
1,5,167,1,3,0,37.5,257.333343505859,4933,1220,1520.41662597656,1520.41662597656,675.416687011719,4333.33333333333,223.16667175293,14720.583984375,25,0,10,2.5,67,0,0
1,5,167,1,3,0,1540.41662597656,516.75,4629,1377,1762.08337402344,1374.58337402344,1126.66662597656,1625,511.5,14463,1002.5,525,9.16666666666667,3.75,71,1,0
1,5,167,1,2,0,122.5,760.25,5225,792,1505.83337402344,926.666687011719,1698.75,2000,1219.33337402344,14250.3330078125,108.333333333333,0,25.8333333333333,2.5,63,1,0
1,5,172,1,2,0,395.833343505859,810.416687011719,10781,2294,2927.08325195313,2343.75,1363.75,0,923.5,21839.333984375,150,0,233.333333333333,12.5,47,0,0
1,5,172,1,3,362.5,2990.33325195313,1133.75,9060,2507,2985.16674804688,2568.5,1928.33337402344,0,537.333312988281,24072.91796875,1395.83333333333,100,1437.5,41.6666666666667,47,0,0
1,5,172,1,6,1245,478.666656494141,1370.08337402344,21797,7509,5524.83349609375,4691.5,1426.66662597656,0,868,44910.75,120.833333333333,16.6666666666667,320,5.83333333333333,62,0,0
1,6,178,1,4,0,85,567.166687011719,5929,2280,1313.75,1313.75,1075,3333.33333333333,870,16767,0,0,25,0,77,1,0
1,6,178,1,4,245.83332824707,105,475,6537,3680,2048.33325195313,2048.33325195313,522.5,0,786.666687011719,16448.666015625,0,0,25,0,51,1,0
1,6,178,1,5,327.5,101.666664123535,435.833343505859,4510,1920,1136.66662597656,1136.66662597656,425,0,1375,11368.333984375,0,0,41.6666666666667,0,38,0,0
1,6,187,1,6,0,858.333312988281,479,6730,3725,6741.66650390625,6741.66650390625,1025,416.666666666667,1086.66662597656,27803.998046875,708.333333333333,0,125,25,27,0,0
1,6,187,1,4,333.333343505859,433.333343505859,738.75,8373,5890,4179.16650390625,4179.16650390625,1141.66662597656,0,1362.5,26630.916015625,208.333333333333,0,166.666666666667,58.3333333333333,51,1,0
1,6,187,1,5,3400,583.333312988281,672.75,6881,3040,5550,5550,1208.33337402344,583.333333333333,1246.66662597656,28715.416015625,208.333333333333,0,333.333333333333,41.6666666666667,38,1,0
1,6,190,1,5,0,380,323.583343505859,5408,2047,1404.58337402344,1404.58337402344,620.833312988281,0,486.666656494141,12075.25,250,0,130,0,60,0,0
1,6,190,1,4,0,541.666687011719,336.833343505859,4524,2232,1501.25,1501.25,1606.25,0,792.333312988281,13035.5830078125,41.6666666666667,0,500,0,55,0,0
1,6,190,1,4,0,2025,278.916656494141,3903,2005,1143.33337402344,1143.33337402344,1066.66662597656,0,558.666687011719,12123.9169921875,441.666666666667,0,1583.33333333333,0,52,1,0
1,6,199,1,2,0,10458.3330078125,351.666656494141,4670,1615,562.5,562.5,600,0,2900.5,21720.5,1250,8333.33333333333,833.333333333333,41.6666666666667,80,1,0
1,6,199,1,2,0,291.666656494141,243.75,2483,940,335,297.5,50,0,312.083343505859,4953,208.333333333333,41.6666666666667,41.6666666666667,0,25,1,0
1,6,199,1,3,2366.66674804688,186.16667175293,503.5,4411,1990,1854.16662597656,1854.16662597656,1125,0,851.333312988281,15142.0009765625,83.3333333333333,0,83.3333333333333,4.16666666666667,39,1,0
1,6,205,1,4,958.333312988281,131.66667175293,291.25,3384,1601,672.5,672.5,267.5,0,390.333343505859,8369.0830078125,70.8333333333333,0,60.8333333333333,0,45,0,0
1,6,205,1,4,1150,1086.16662597656,122.5,2342,2215,247.5,247.5,95.8333358764648,0,318.666656494141,7825.16650390625,1000,0,70.8333333333333,0,61,0,0
1,6,205,1,4,2125,280.666656494141,303.25,4348,5360,2894.16674804688,2894.16674804688,1191.66662597656,0,473.666656494141,19870.58203125,125,0,125,0,54,1,0
1,6,211,1,1,0,25,152,1333,313,200.83332824707,200.83332824707,141.66667175293,0,436.333343505859,2802.66674804688,0,0,25,0,60,0,0
1,6,211,1,2,0,25,171.75,1316,531,460.833343505859,460.833343505859,260,0,266,3491.41650390625,0,0,25,0,68,0,0
1,6,211,1,6,615.833312988281,1327.91662597656,371.75,2457,1680,630.833312988281,630.833312988281,366.666656494141,0,553.333312988281,8634.1669921875,1250,0,25,0,63,1,0
1,6,217,1,2,0,190,530.75,3855,2332,1979.16662597656,1979.16662597656,1541.66662597656,0,759.333312988281,13167.083984375,23.3333333333333,0,83.3333333333333,83.3333333333333,65,0,0
1,6,217,1,6,3587.5,4186.66650390625,532,3438,2031,3156.5,3156.5,1179.16662597656,208.333333333333,764.666687011719,22240.33203125,166.666666666667,0,3666.66666666667,333.333333333333,52,1,0
1,6,217,1,2,0,500,163.91667175293,1209,329,116.583335876465,116.583335876465,141.66667175293,750,646,3972.75,400,0,100,0,71,1,0
1,6,223,1,4,1500.25,364,316.416656494141,2126,789,644.166687011719,644.166687011719,375,0,462,7221,83.3333333333333,0,250,0,36,1,0
1,6,223,1,3,14816.6669921875,5291.66650390625,218.66667175293,1602,810,521.666687011719,521.666687011719,341.666656494141,333.333333333333,2952.33325195313,27409.666015625,525,4583.33333333333,166.666666666667,16.6666666666667,68,0,0
1,6,223,1,2,0,228.33332824707,89.9166641235352,736,102,14.1666669845581,14.1666669845581,16.6666660308838,0,109.333335876465,1310.58325195313,111.666666666667,41.6666666666667,75,0,62,0,1
1,6,232,1,6,1550,715.416687011719,673.333312988281,10137,5546,3935.83325195313,3935.83325195313,762.5,1908.33333333333,1089.33337402344,30253.5859375,133.333333333333,500,58.3333333333333,16.6666666666667,46,1,0
1,6,232,1,1,0,108.333335876465,215.58332824707,1713,1185,455.833343505859,455.833343505859,1004.16668701172,833.333333333333,293,6264.0830078125,25,0,0,83.3333333333333,80,0,0
1,6,232,1,5,362.5,73.75,558.5,7437,3310,4353.33349609375,4353.33349609375,675,0,696,21819.41796875,0,0,50,16.6666666666667,65,0,0
1,7,244,1,4,620.833312988281,520.416687011719,354,5448,1710,498.333343505859,498.333343505859,83.3333358764648,0,128,9861.2490234375,12.5,500,0,0,35,1,0
1,7,244,1,3,2222.5,8.33333301544189,374.5,2924,1043,509.166656494141,509.166656494141,183.33332824707,0,236,8009.99951171875,0,0,8.33333333333333,0,47,0,0
1,7,244,1,6,0,1883.33337402344,256.166656494141,3536,895,133.33332824707,133.33332824707,175,0,342,7354.1669921875,916.666666666667,916.666666666667,41.6666666666667,8.33333333333333,72,0,0
1,7,259,1,4,0,2432.08325195313,202,19189,405,520.833312988281,520.833312988281,166.66667175293,0,208,23644.41796875,1833.33333333333,416.666666666667,83.3333333333333,0,57,0,0
1,7,259,1,4,854.5,132,225.83332824707,5202,1530,760,760,375,0,218,10057.333984375,83.3333333333333,0,25,8.33333333333333,54,1,0
1,7,259,1,1,0,41.6666679382324,167.83332824707,2889,915,1311.66662597656,1311.66662597656,416.666656494141,1183.33333333333,72,8308.8330078125,0,0,41.6666666666667,0,30,0,0
1,7,268,1,4,0,2825,321.666656494141,6240,2465,1745,1745,738.333312988281,1478.33333333333,326.166656494141,17884.5,2533.33333333333,0,250,41.6666666666667,65,0,0
1,7,268,1,4,493.333343505859,118.333335876465,353.5,6167,1330,2683.75,2683.75,700,0,267,14796.666015625,16.6666666666667,0,83.3333333333333,8.33333333333333,40,1,0
1,7,268,1,4,1170.41662597656,625,344.083343505859,5340,1253,1403.33337402344,1403.33337402344,575,900,313.666656494141,13327.8330078125,312.5,0,300,0,46,0,0
1,7,274,1,6,1577.5,27.0833339691162,543.416687011719,6984,2925,1230,1230,266.666656494141,1566.66666666667,1446.66662597656,17797,0,0,8.33333333333333,0,37,0,0
1,7,274,1,4,0,183.33332824707,553.916687011719,5452,2180,517.5,517.5,275,0,358,10037.25,175,0,8.33333333333333,0,40,1,0
1,7,274,1,3,880.833312988281,21.6666660308838,349.75,3313,1315,1345,1345,383.333343505859,0,3543.33325195313,12496.916015625,0,0,8.33333333333333,0,51,1,0
1,7,283,1,3,720.833312988281,137.5,319,4726,1865,2077.5,2077.5,422.5,62.5,359,12767.3330078125,41.6666666666667,0,83.3333333333333,8.33333333333333,32,1,0
1,7,283,1,4,763.333312988281,329.166656494141,376.416656494141,6196,1966,2749,2749,588.333312988281,850,382,16949.25,233.333333333333,0,83.3333333333333,8.33333333333333,35,1,0
1,7,283,1,4,637.5,1670.83337402344,344.75,6444,2330,3233.75,3233.75,914.166687011719,0,605.666687011719,19414.416015625,708.333333333333,833.333333333333,83.3333333333333,41.6666666666667,41,1,0
1,7,289,1,3,495.833343505859,1773.66662597656,205.08332824707,3300,1073,458.333343505859,458.333343505859,183.33332824707,66.6666666666667,196,8210.25,1750,0,8.33333333333333,0,54,1,0
1,7,289,1,5,116.666664123535,191.66667175293,215.75,5387,1165,805.833312988281,805.833312988281,266.666656494141,2500,295,11749.4169921875,83.3333333333333,0,108.333333333333,0,65,0,0
1,7,289,1,4,182.5,47.3333320617676,235.16667175293,3005,1426,607.5,607.5,183.33332824707,0,398,6692.33349609375,16.6666666666667,0,0,0,41,1,0
1,7,298,1,3,474.166656494141,21.6666660308838,192.58332824707,2772,1075,782.5,782.5,323.333343505859,0,251,6674.75,0,0,8.33333333333333,0,42,1,0
1,7,298,1,4,2115,150.33332824707,309.583343505859,3221,1077,777.333312988281,777.333312988281,183.33332824707,0,453,9063.916015625,37.5,0,100,0,50,1,0
1,7,298,1,5,939.166687011719,679.833312988281,406.333343505859,5883,1324,1159.5,1159.5,260.833343505859,541.666666666667,535,12888.833984375,266.666666666667,166.666666666667,183.333333333333,8.33333333333333,45,1,0
1,8,304,1,1,325,12.0833330154419,66.8333358764648,1753,453,166.66667175293,166.66667175293,33.3333320617676,0,54.6666679382324,3031.25024414063,0,0,2.08333333333333,0,23,1,0
1,8,304,1,4,430.833343505859,73.3333358764648,205.66667175293,5184,1020,939.166687011719,939.166687011719,475.833343505859,1708.33333333333,362,11338.3330078125,0,0,50,0,52,1,0
1,8,304,1,4,883.333312988281,70,172.66667175293,5660,1672,3498.33325195313,3498.33325195313,510.833343505859,1375,245.33332824707,17585.833984375,33.3333333333333,0,25,0,33,0,0
1,8,307,1,4,4498.33349609375,106.666664123535,1367.75,8523,6063,5257.5,5257.5,3960,1250,641.166687011719,36924.91796875,25,0,30,8.33333333333333,43,0,0
1,8,307,1,6,645.833312988281,2613.33325195313,1211.16662597656,9450,1998,2232.91674804688,2232.91674804688,1361.66662597656,0,803,22548.83203125,71.6666666666667,683.333333333333,5525,50,56,0,0
1,8,307,1,5,265,866.666687011719,780.083312988281,6347,1576,1761.66662597656,1761.66662597656,929.166687011719,4541.66666666667,424.5,19253.41796875,135,0,708.333333333333,23.3333333333333,62,1,0
1,8,313,1,4,155,1458.33337402344,387.25,5390,1723,942.083312988281,942.083312988281,8.33333301544189,0,318.75,11324.8330078125,941.666666666667,416.666666666667,83.3333333333333,16.6666666666667,32,1,0
1,8,313,1,4,456.666656494141,125,273.166656494141,3126.69995117188,1304,509.166656494141,509.166656494141,204.16667175293,0,280,6788.03271484375,75,0,33.3333333333333,8.33333333333333,51,1,0
1,8,313,1,4,450,87.5,449.416656494141,3237.60009765625,1814,1360,1360,926.666687011719,0,333.333343505859,10018.5166015625,37.5,0,41.6666666666667,8.33333333333333,64,1,0
1,8,322,1,4,686.666687011719,671.666687011719,485.166656494141,3175,1905,1024.16662597656,1024.16662597656,512.5,0,251.66667175293,9736,166.666666666667,458.333333333333,17.5,16.6666666666667,51,1,0
1,8,322,1,4,153.33332824707,158.33332824707,358.166656494141,5345,1390,676.666687011719,676.666687011719,275,766.666666666667,370.833343505859,10170.6669921875,75,0,66.6666666666667,16.6666666666667,35,1,0
1,8,322,1,4,963.333312988281,50,485.833343505859,4100,2010,845.416687011719,845.416687011719,425,0,316.666656494141,10041.6669921875,0,0,16.6666666666667,8.33333333333333,38,0,0
1,8,328,1,3,0,166.66667175293,93.1666641235352,1491,268,112.083335876465,112.083335876465,185.83332824707,0,75.6666641235352,2504.5,150,0,16.6666666666667,0,63,1,0
1,8,328,1,4,87.5,35.25,124.833335876465,5820,969,1520,1520,189.58332824707,0,470.333343505859,10736.5,11.6666666666667,0,8.33333333333333,0,35,1,0
1,8,328,1,5,130.83332824707,623.583312988281,376.25,6271,2860,2927.08325195313,2927.08325195313,433.333343505859,59833.3333333333,636.666687011719,77019.1640625,166.666666666667,416.666666666667,25,0,47,1,0
1,8,337,1,5,3495.83325195313,308.75,1120.5,9138.5,5272,5117.5,5060,1729.16662597656,0,876.25,32118.498046875,66.6666666666667,0,225,17.0833333333333,33,1,0
1,8,337,1,6,565.833312988281,775.416687011719,756.75,8360,1800,2293.33325195313,2293.33325195313,1779.16662597656,583.333333333333,410.5,19617.666015625,77.0833333333333,500,183.333333333333,8.33333333333333,36,1,0
1,8,337,1,4,853.333312988281,2659.16674804688,1280,8359.5,4600,6530.83349609375,6530.83349609375,2810,49750,1633.33337402344,85007.0078125,41.6666666666667,0,2600.83333333333,16.6666666666667,64,0,0
1,9,343,1,3,1051.66662597656,425,379,4736,1916,1152.91662597656,1152.91662597656,7291.25,0,449,18553.75,29.1666666666667,0,333.333333333333,58.3333333333333,50,0,0
1,9,343,1,8,1826.66662597656,441.666656494141,545.5,10337,2158,1366.41662597656,1366.41662597656,445,0,894,19380.666015625,75,0,291.666666666667,58.3333333333333,61,0,0
1,9,343,1,8,256.666656494141,577.5,430.5,10309,2202,1172.66662597656,1172.66662597656,490,0,574,17185,85.8333333333333,0,475,12.5,62,1,0
1,9,349,1,4,0,25,589.5,7124,3625,3580.41674804688,3580.41674804688,500,0,512,19536.333984375,0,0,25,0,69,1,0
1,9,349,1,4,145.83332824707,169.58332824707,672.333312988281,6585,3075,3865.41674804688,3865.41674804688,1041.66662597656,0,845,20265.25,58.3333333333333,0,83.3333333333333,25,39,1,0
1,9,349,1,3,267.5,45.8333320617676,772.083312988281,8148,2615,2692.5,2692.5,666.666687011719,0,539,18439.083984375,0,0,16.6666666666667,0,55,1,0
1,9,355,1,4,0,114.166664123535,492.666656494141,6176,2171,1389.58337402344,1389.58337402344,410,3333.33333333333,700,16176.3330078125,0,0,100,14.1666666666667,59,0,0
1,9,355,1,2,0,595.833312988281,338.833343505859,2421,763,446,446,336.666656494141,266.666666666667,1550,7163.99951171875,531.666666666667,0,58.3333333333333,5.83333333333333,58,1,0
1,9,355,1,2,0,950,457.583343505859,2861,781,529.583312988281,529.583312988281,1105,0,830,8043.75048828125,266.666666666667,0,625,58.3333333333333,75,1,0
1,9,361,1,2,923.333312988281,420.416656494141,161.33332824707,1996,1530,415,415,104.166664123535,0,293,6258.25,0,66.6666666666667,333.333333333333,16.6666666666667,46,1,0
1,9,361,1,5,0,54.1666679382324,497.083343505859,5497,3025,1159.58337402344,1159.58337402344,362.5,0,905,12659.916015625,0,33.3333333333333,16.6666666666667,4.16666666666667,56,1,0
1,9,361,1,5,0,408.333343505859,425.666656494141,6633,3360,1151.66662597656,1151.66662597656,656.666687011719,0,788.333312988281,14575.333984375,33.3333333333333,333.333333333333,41.6666666666667,0,76,1,0
1,9,367,1,6,115,659.166687011719,555.75,11553,12102,1563.33337402344,1563.33337402344,964.166687011719,0,548,29623.751953125,125.833333333333,0,475,58.3333333333333,63,1,0
1,9,367,1,5,1054.16662597656,845.833312988281,496.916656494141,8827,2465,1349.75,1349.75,346.666656494141,0,1360,18095.083984375,7.5,0,808.333333333333,21.6666666666667,74,0,0
